sketch_id,sketch_name,season,episode,category,category2,position,normalized_position,emotion,confidence
1,Both Ways,0,0,office,,1,0.0,admiration,0.712238609790802
1,Both Ways,0,0,office,,2,0.05555555555555555,neutral,0.9666339755058287
1,Both Ways,0,0,office,,3,0.1111111111111111,joy,0.6175849437713623
1,Both Ways,0,0,office,,4,0.16666666666666666,optimism,0.895629346370697
1,Both Ways,0,0,office,,5,0.2222222222222222,admiration,0.9473088979721068
1,Both Ways,0,0,office,,6,0.2777777777777778,admiration,0.949959635734558
1,Both Ways,0,0,office,,7,0.3333333333333333,optimism,0.9166327118873596
1,Both Ways,0,0,office,,8,0.3888888888888889,neutral,0.9371975660324096
1,Both Ways,0,0,office,,9,0.4444444444444444,admiration,0.9357901215553284
1,Both Ways,0,0,office,,10,0.5,admiration,0.8466587662696838
1,Both Ways,0,0,office,,11,0.5555555555555556,approval,0.7066349983215332
1,Both Ways,0,0,office,,12,0.6111111111111112,neutral,0.8615079522132874
1,Both Ways,0,0,office,,13,0.6666666666666666,neutral,0.7641510963439941
1,Both Ways,0,0,office,,14,0.7222222222222222,neutral,0.6235058903694153
1,Both Ways,0,0,office,,15,0.7777777777777778,neutral,0.7841137647628784
1,Both Ways,0,0,office,,16,0.8333333333333334,approval,0.6989908814430237
1,Both Ways,0,0,office,,17,0.8888888888888888,neutral,0.9292882680892944
1,Both Ways,0,0,office,,18,0.9444444444444444,neutral,0.8688681125640869
1,Both Ways,0,0,office,,19,1.0,optimism,0.9378212690353394
2,Has This Ever Happened To You,0,0,commercial,,1,0.0,curiosity,0.7328213453292847
2,Has This Ever Happened To You,0,0,commercial,,2,0.047619047619047616,curiosity,0.693520188331604
2,Has This Ever Happened To You,0,0,commercial,,3,0.09523809523809523,neutral,0.9046160578727722
2,Has This Ever Happened To You,0,0,commercial,,4,0.14285714285714285,neutral,0.8587698936462402
2,Has This Ever Happened To You,0,0,commercial,,5,0.19047619047619047,neutral,0.943889856338501
2,Has This Ever Happened To You,0,0,commercial,,6,0.23809523809523808,caring,0.875359058380127
2,Has This Ever Happened To You,0,0,commercial,,7,0.2857142857142857,amusement,0.4717185497283935
2,Has This Ever Happened To You,0,0,commercial,,8,0.3333333333333333,neutral,0.8517457246780396
2,Has This Ever Happened To You,0,0,commercial,,9,0.38095238095238093,neutral,0.9172620177268982
2,Has This Ever Happened To You,0,0,commercial,,10,0.42857142857142855,neutral,0.9105457663536072
2,Has This Ever Happened To You,0,0,commercial,,11,0.47619047619047616,neutral,0.8801498413085938
2,Has This Ever Happened To You,0,0,commercial,,12,0.5238095238095238,disapproval,0.5165497064590454
2,Has This Ever Happened To You,0,0,commercial,,13,0.5714285714285714,neutral,0.9062448143959044
2,Has This Ever Happened To You,0,0,commercial,,14,0.6190476190476191,neutral,0.7557899355888367
2,Has This Ever Happened To You,0,0,commercial,,15,0.6666666666666666,neutral,0.7944616675376892
2,Has This Ever Happened To You,0,0,commercial,,16,0.7142857142857143,neutral,0.8139494061470032
2,Has This Ever Happened To You,0,0,commercial,,17,0.7619047619047619,neutral,0.4475425183773041
2,Has This Ever Happened To You,0,0,commercial,,18,0.8095238095238095,neutral,0.575474739074707
2,Has This Ever Happened To You,0,0,commercial,,19,0.8571428571428571,neutral,0.5481449961662292
2,Has This Ever Happened To You,0,0,commercial,,20,0.9047619047619048,neutral,0.5537028908729553
2,Has This Ever Happened To You,0,0,commercial,,21,0.9523809523809523,curiosity,0.6788248419761658
2,Has This Ever Happened To You,0,0,commercial,,22,1.0,neutral,0.8809687495231628
3,Baby of the Year,0,0,game show,,1,0.0,neutral,0.9555829763412476
3,Baby of the Year,0,0,game show,,2,0.012658227848101266,neutral,0.9472240805625916
3,Baby of the Year,0,0,game show,,3,0.02531645569620253,neutral,0.8056093454360962
3,Baby of the Year,0,0,game show,,4,0.0379746835443038,neutral,0.940669059753418
3,Baby of the Year,0,0,game show,,5,0.05063291139240506,neutral,0.940287470817566
3,Baby of the Year,0,0,game show,,6,0.06329113924050633,neutral,0.9423179030418396
3,Baby of the Year,0,0,game show,,7,0.0759493670886076,neutral,0.4811347723007202
3,Baby of the Year,0,0,game show,,8,0.08860759493670886,neutral,0.4926054775714874
3,Baby of the Year,0,0,game show,,9,0.10126582278481013,curiosity,0.5101256370544434
3,Baby of the Year,0,0,game show,,10,0.11392405063291139,neutral,0.581328272819519
3,Baby of the Year,0,0,game show,,11,0.12658227848101267,curiosity,0.5171940326690674
3,Baby of the Year,0,0,game show,,12,0.13924050632911392,curiosity,0.5167746543884277
3,Baby of the Year,0,0,game show,,13,0.1518987341772152,curiosity,0.5951866507530212
3,Baby of the Year,0,0,game show,,14,0.16455696202531644,curiosity,0.7679813504219055
3,Baby of the Year,0,0,game show,,15,0.17721518987341772,gratitude,0.98997563123703
3,Baby of the Year,0,0,game show,,16,0.189873417721519,gratitude,0.4902775585651397
3,Baby of the Year,0,0,game show,,17,0.20253164556962025,neutral,0.6594728231430054
3,Baby of the Year,0,0,game show,,18,0.21518987341772153,neutral,0.9699832201004028
3,Baby of the Year,0,0,game show,,19,0.22784810126582278,neutral,0.969176709651947
3,Baby of the Year,0,0,game show,,20,0.24050632911392406,neutral,0.93486225605011
3,Baby of the Year,0,0,game show,,21,0.25316455696202533,anger,0.7738250494003296
3,Baby of the Year,0,0,game show,,22,0.26582278481012656,anger,0.7738250494003296
3,Baby of the Year,0,0,game show,,23,0.27848101265822783,neutral,0.5497308373451233
3,Baby of the Year,0,0,game show,,24,0.2911392405063291,anger,0.6864485740661621
3,Baby of the Year,0,0,game show,,25,0.3037974683544304,curiosity,0.6788102388381958
3,Baby of the Year,0,0,game show,,26,0.31645569620253167,approval,0.7648964524269104
3,Baby of the Year,0,0,game show,,27,0.3291139240506329,desire,0.5922210812568665
3,Baby of the Year,0,0,game show,,28,0.34177215189873417,sadness,0.311119794845581
3,Baby of the Year,0,0,game show,,29,0.35443037974683544,approval,0.713153600692749
3,Baby of the Year,0,0,game show,,30,0.3670886075949367,neutral,0.4737318158149719
3,Baby of the Year,0,0,game show,,31,0.379746835443038,neutral,0.965390920639038
3,Baby of the Year,0,0,game show,,32,0.3924050632911392,neutral,0.9387805461883544
3,Baby of the Year,0,0,game show,,33,0.4050632911392405,neutral,0.9112216234207152
3,Baby of the Year,0,0,game show,,34,0.4177215189873418,neutral,0.9677704572677612
3,Baby of the Year,0,0,game show,,35,0.43037974683544306,neutral,0.9530248045921326
3,Baby of the Year,0,0,game show,,36,0.4430379746835443,neutral,0.4021249115467071
3,Baby of the Year,0,0,game show,,37,0.45569620253164556,neutral,0.9641388654708862
3,Baby of the Year,0,0,game show,,38,0.46835443037974683,admiration,0.8493177890777588
3,Baby of the Year,0,0,game show,,39,0.4810126582278481,neutral,0.948825478553772
3,Baby of the Year,0,0,game show,,40,0.4936708860759494,optimism,0.4887275695800781
3,Baby of the Year,0,0,game show,,41,0.5063291139240507,neutral,0.5488146543502808
3,Baby of the Year,0,0,game show,,42,0.5189873417721519,approval,0.8432103991508484
3,Baby of the Year,0,0,game show,,43,0.5316455696202531,disapproval,0.640705943107605
3,Baby of the Year,0,0,game show,,44,0.5443037974683544,neutral,0.5529206991195679
3,Baby of the Year,0,0,game show,,45,0.5569620253164557,caring,0.799676239490509
3,Baby of the Year,0,0,game show,,46,0.569620253164557,admiration,0.9490938782691956
3,Baby of the Year,0,0,game show,,47,0.5822784810126582,curiosity,0.6829850673675537
3,Baby of the Year,0,0,game show,,48,0.5949367088607594,neutral,0.9640783667564392
3,Baby of the Year,0,0,game show,,49,0.6075949367088608,neutral,0.9679927825927734
3,Baby of the Year,0,0,game show,,50,0.620253164556962,admiration,0.9434545040130616
3,Baby of the Year,0,0,game show,,51,0.6329113924050633,neutral,0.1558414250612259
3,Baby of the Year,0,0,game show,,52,0.6455696202531646,annoyance,0.3367438912391662
3,Baby of the Year,0,0,game show,,53,0.6582278481012658,approval,0.5059869289398193
3,Baby of the Year,0,0,game show,,54,0.6708860759493671,neutral,0.5897056460380554
3,Baby of the Year,0,0,game show,,55,0.6835443037974683,neutral,0.8649955987930298
3,Baby of the Year,0,0,game show,,56,0.6962025316455697,neutral,0.8708891272544861
3,Baby of the Year,0,0,game show,,57,0.7088607594936709,confusion,0.5979506373405457
3,Baby of the Year,0,0,game show,,58,0.7215189873417721,neutral,0.8969519734382629
3,Baby of the Year,0,0,game show,,59,0.7341772151898734,neutral,0.3884938359260559
3,Baby of the Year,0,0,game show,,60,0.7468354430379747,disappointment,0.817590057849884
3,Baby of the Year,0,0,game show,,61,0.759493670886076,anger,0.8317537903785706
3,Baby of the Year,0,0,game show,,62,0.7721518987341772,neutral,0.8594574332237244
3,Baby of the Year,0,0,game show,,63,0.7848101265822784,surprise,0.2846806049346924
3,Baby of the Year,0,0,game show,,64,0.7974683544303798,caring,0.6039506793022156
3,Baby of the Year,0,0,game show,,65,0.810126582278481,annoyance,0.5693631172180176
3,Baby of the Year,0,0,game show,,66,0.8227848101265823,anger,0.82396000623703
3,Baby of the Year,0,0,game show,,67,0.8354430379746836,sadness,0.6811079978942871
3,Baby of the Year,0,0,game show,,68,0.8481012658227848,neutral,0.7353004813194275
3,Baby of the Year,0,0,game show,,69,0.8607594936708861,neutral,0.7664492726325989
3,Baby of the Year,0,0,game show,,70,0.8734177215189873,anger,0.8150625824928284
3,Baby of the Year,0,0,game show,,71,0.8860759493670886,neutral,0.7158519625663757
3,Baby of the Year,0,0,game show,,72,0.8987341772151899,neutral,0.9485206007957458
3,Baby of the Year,0,0,game show,,73,0.9113924050632911,neutral,0.8828131556510925
3,Baby of the Year,0,0,game show,,74,0.9240506329113924,neutral,0.9643919467926024
3,Baby of the Year,0,0,game show,,75,0.9367088607594937,neutral,0.4693079888820648
3,Baby of the Year,0,0,game show,,76,0.9493670886075949,annoyance,0.6655307412147522
3,Baby of the Year,0,0,game show,,77,0.9620253164556962,neutral,0.9565963745117188
3,Baby of the Year,0,0,game show,,78,0.9746835443037974,neutral,0.9184247851371764
3,Baby of the Year,0,0,game show,,79,0.9873417721518988,neutral,0.6467338800430298
3,Baby of the Year,0,0,game show,,80,1.0,neutral,0.9105268120765686
4,Instagram,0,0,social media,,1,0.0,neutral,0.9557350873947144
4,Instagram,0,0,social media,,2,0.015151515151515152,neutral,0.7214208245277405
4,Instagram,0,0,social media,,3,0.030303030303030304,admiration,0.925216019153595
4,Instagram,0,0,social media,,4,0.045454545454545456,admiration,0.9506524801254272
4,Instagram,0,0,social media,,5,0.06060606060606061,gratitude,0.98997563123703
4,Instagram,0,0,social media,,6,0.07575757575757576,gratitude,0.98997563123703
4,Instagram,0,0,social media,,7,0.09090909090909091,curiosity,0.702968418598175
4,Instagram,0,0,social media,,8,0.10606060606060606,admiration,0.9466040134429932
4,Instagram,0,0,social media,,9,0.12121212121212122,neutral,0.9493656158447266
4,Instagram,0,0,social media,,10,0.13636363636363635,neutral,0.8675404787063599
4,Instagram,0,0,social media,,11,0.15151515151515152,approval,0.750248908996582
4,Instagram,0,0,social media,,12,0.16666666666666666,neutral,0.9632183313369752
4,Instagram,0,0,social media,,13,0.18181818181818182,approval,0.7066349983215332
4,Instagram,0,0,social media,,14,0.19696969696969696,neutral,0.7084834575653076
4,Instagram,0,0,social media,,15,0.21212121212121213,neutral,0.669370174407959
4,Instagram,0,0,social media,,16,0.22727272727272727,admiration,0.858441174030304
